algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,28.85,64,64,4764.62,74.45,us-east-1,c5a.16xlarge,2024-06-11 22:44:43.168824,2.4640000000,
EP Benchmark,D,26.55,64,64,5176.67,80.89,us-east-1,c7a.16xlarge,2024-06-11 22:46:52.197877,3.2844800000,
EP Benchmark,D,26.08,64,64,5269.53,82.34,us-east-1,c7a.16xlarge,2024-06-11 22:47:19.730155,3.2844800000,
EP Benchmark,D,26.00,64,64,5287.10,82.61,us-east-1,c7a.16xlarge,2024-06-11 22:47:47.228250,3.2844800000,
EP Benchmark,D,26.04,64,64,5279.00,82.48,us-east-1,c7a.16xlarge,2024-06-11 22:48:14.753384,3.2844800000,
EP Benchmark,D,26.00,64,64,5285.65,82.59,us-east-1,c7a.16xlarge,2024-06-11 22:48:42.254313,3.2844800000,
EP Benchmark,D,24.98,64,64,5501.13,85.96,us-east-1,c7i.16xlarge,2024-06-11 22:50:52.537841,2.8560000000,
EP Benchmark,D,26.10,64,64,5265.08,82.27,us-east-1,c7i.16xlarge,2024-06-11 22:51:20.132376,2.8560000000,
EP Benchmark,D,24.96,64,64,5505.41,86.02,us-east-1,c7i.16xlarge,2024-06-11 22:51:46.559067,2.8560000000,
EP Benchmark,D,24.99,64,64,5498.69,85.92,us-east-1,c7i.16xlarge,2024-06-11 22:52:13.020282,2.8560000000,
EP Benchmark,D,24.95,64,64,5509.46,86.09,us-east-1,c7i.16xlarge,2024-06-11 22:52:39.432394,2.8560000000,
EP Benchmark,D,26.03,64,64,5280.89,82.51,us-east-1,c6a.16xlarge,2024-06-11 22:54:03.606329,2.4480000000,
EP Benchmark,D,25.90,64,64,5305.57,82.90,us-east-1,c6a.16xlarge,2024-06-11 22:54:31.038155,2.4480000000,
EP Benchmark,D,25.95,64,64,5295.37,82.74,us-east-1,c6a.16xlarge,2024-06-11 22:54:58.487282,2.4480000000,
EP Benchmark,D,26.09,64,64,5268.31,82.32,us-east-1,c6a.16xlarge,2024-06-11 22:55:26.076780,2.4480000000,
EP Benchmark,D,25.96,64,64,5294.53,82.73,us-east-1,c6a.16xlarge,2024-06-11 22:55:53.550144,2.4480000000,
EP Benchmark,D,50.86,32,32,2702.23,84.44,us-east-1,c6g.8xlarge,2024-06-11 22:58:13.292860,1.0880000000,
EP Benchmark,D,50.46,32,32,2723.83,85.12,us-east-1,c6g.8xlarge,2024-06-11 22:59:05.203737,1.0880000000,
EP Benchmark,D,50.51,32,32,2720.98,85.03,us-east-1,c6g.8xlarge,2024-06-11 22:59:57.192148,1.0880000000,
EP Benchmark,D,50.52,32,32,2720.38,85.01,us-east-1,c6g.8xlarge,2024-06-11 23:00:49.139062,1.0880000000,
EP Benchmark,D,50.47,32,32,2723.42,85.11,us-east-1,c6g.8xlarge,2024-06-11 23:01:41.073237,1.0880000000,
EP Benchmark,D,33.62,32,32,4087.73,127.74,us-east-1,c7g.8xlarge,2024-06-11 23:03:43.004953,1.1600000000,
EP Benchmark,D,33.65,32,32,4084.77,127.65,us-east-1,c7g.8xlarge,2024-06-11 23:04:18.122858,1.1600000000,
EP Benchmark,D,33.65,32,32,4084.00,127.63,us-east-1,c7g.8xlarge,2024-06-11 23:04:53.264421,1.1600000000,
EP Benchmark,D,33.67,32,32,4082.19,127.57,us-east-1,c7g.8xlarge,2024-06-11 23:05:28.531619,1.1600000000,
EP Benchmark,D,33.67,32,32,4082.30,127.57,us-east-1,c7g.8xlarge,2024-06-11 23:06:03.631027,1.1600000000,
