Start_Time,End_Time,Instance,InstanceID,Price,Market,Region,Zone,Algorithm_Name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_Total,Mops_per_Thread,Status,Cores
2024-08-15 23:55:33.585237,2024-08-16 00:01:56.502266,c7a.12xlarge,i-090b21371f62124d0,2.46336,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,82.99,,,4776.15,4776.15,SUCCESS,1.0
2024-08-15 23:55:33.585237,2024-08-16 00:02:53.871970,c7a.12xlarge,i-090b21371f62124d0,2.46336,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,51.68,,,7669.59,3834.8,SUCCESS,2.0
2024-08-15 23:55:33.585237,2024-08-16 00:03:22.801847,c7a.12xlarge,i-090b21371f62124d0,2.46336,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,25.18,,,15744.47,3936.12,SUCCESS,4.0
2024-08-15 23:55:33.585237,2024-08-16 00:03:39.621597,c7a.12xlarge,i-090b21371f62124d0,2.46336,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,13.77,,,28794.43,3599.3,SUCCESS,8.0
2024-08-15 23:55:33.585237,2024-08-16 00:03:50.215838,c7a.12xlarge,i-090b21371f62124d0,2.46336,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,8.02,,,49446.15,3090.38,SUCCESS,16.0
2024-08-16 00:05:07.643773,2024-08-16 00:07:39.709752,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,122.18,,,1173.22,1173.22,SUCCESS,1.0
2024-08-16 00:05:07.643773,2024-08-16 00:08:44.680427,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,61.45,,,2332.59,1166.3,SUCCESS,2.0
2024-08-16 00:05:07.643773,2024-08-16 00:09:18.410555,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,30.77,,,4658.48,1164.62,SUCCESS,4.0
2024-08-16 00:05:07.643773,2024-08-16 00:09:35.435609,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,14.61,,,9811.42,1226.43,SUCCESS,8.0
2024-08-16 00:05:07.643773,2024-08-16 00:09:48.879743,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,11.12,,,12889.48,805.59,SUCCESS,16.0
2024-08-16 00:05:07.643773,2024-08-16 00:10:20.500829,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,24.93,,,6245.85,6245.85,SUCCESS,1.0
2024-08-16 00:05:07.643773,2024-08-16 00:10:39.783575,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,14.87,,,10469.74,5234.87,SUCCESS,2.0
2024-08-16 00:05:07.643773,2024-08-16 00:10:49.791892,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,6.88,,,22637.77,5659.44,SUCCESS,4.0
2024-08-16 00:05:07.643773,2024-08-16 00:10:56.913175,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,4.24,,,36704.08,4588.01,SUCCESS,8.0
2024-08-16 00:05:07.643773,2024-08-16 00:11:03.581277,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,4.06,,,38395.1,2399.69,SUCCESS,16.0
2024-08-16 00:05:07.643773,2024-08-16 00:13:20.446701,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,124.8,,,3176.12,3176.12,SUCCESS,1.0
2024-08-16 00:05:07.643773,2024-08-16 00:14:41.131658,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,73.73,,,5376.23,2688.11,SUCCESS,2.0
2024-08-16 00:05:07.643773,2024-08-16 00:15:20.905698,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,35.18,,,11268.0,2817.0,SUCCESS,4.0
2024-08-16 00:05:07.643773,2024-08-16 00:15:43.189637,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,18.97,,,20897.03,2612.13,SUCCESS,8.0
2024-08-16 00:05:07.643773,2024-08-16 00:15:58.216297,c5a.12xlarge,i-0850afc720a4692aa,1.848,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,12.08,,,32807.05,2050.44,SUCCESS,16.0
2024-08-16 00:17:00.631669,2024-08-16 00:22:03.576946,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - cg.C.x,C,270.23,,,530.47,530.47,SUCCESS,1.0
2024-08-16 00:17:00.631669,2024-08-16 00:23:46.019126,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - cg.C.x,C,98.24,,,1459.18,729.59,SUCCESS,2.0
2024-08-16 00:17:00.631669,2024-08-16 00:24:39.922811,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - cg.C.x,C,50.66,,,2829.46,707.36,SUCCESS,4.0
2024-08-16 00:17:00.631669,2024-08-16 00:24:55.604993,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - cg.C.x,C,13.29,,,10786.89,1348.36,SUCCESS,8.0
2024-08-16 00:17:00.631669,2024-08-16 00:25:06.358574,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - cg.C.x,C,8.29,,,17290.6,1080.66,SUCCESS,16.0
2024-08-16 00:17:00.631669,2024-08-16 00:25:52.405974,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - mg.C.x,C,38.24,,,4071.96,4071.96,SUCCESS,1.0
2024-08-16 00:17:00.631669,2024-08-16 00:26:16.881225,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - mg.C.x,C,19.55,,,7961.87,3980.93,SUCCESS,2.0
2024-08-16 00:17:00.631669,2024-08-16 00:26:31.283129,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - mg.C.x,C,10.71,,,14530.48,3632.62,SUCCESS,4.0
2024-08-16 00:17:00.631669,2024-08-16 00:26:39.643196,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - mg.C.x,C,5.53,,,28169.81,3521.23,SUCCESS,8.0
2024-08-16 00:17:00.631669,2024-08-16 00:26:46.671253,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - mg.C.x,C,4.48,,,34723.17,2170.2,SUCCESS,16.0
2024-08-16 00:17:00.631669,2024-08-16 00:29:30.961598,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - ft.C.x,C,149.91,,,2644.11,2644.11,SUCCESS,1.0
2024-08-16 00:17:00.631669,2024-08-16 00:31:00.998138,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - ft.C.x,C,82.66,,,4795.18,2397.59,SUCCESS,2.0
2024-08-16 00:17:00.631669,2024-08-16 00:31:48.012690,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - ft.C.x,C,42.21,,,9391.44,2347.86,SUCCESS,4.0
2024-08-16 00:17:00.631669,2024-08-16 00:32:13.594300,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - ft.C.x,C,22.2,,,17856.23,2232.03,SUCCESS,8.0
2024-08-16 00:17:00.631669,2024-08-16 00:32:29.825754,c5.12xlarge,i-0c28e849131576697,2.04,ondemand,us-east-1,f,NAS Benchmark - ft.C.x,C,13.22,,,29994.78,1874.67,SUCCESS,16.0
2024-08-16 00:33:47.305385,2024-08-16 00:35:54.218475,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,97.05,,,1477.11,1477.11,SUCCESS,1.0
2024-08-16 00:33:47.305385,2024-08-16 00:36:44.461591,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,47.06,,,3046.3,1523.15,SUCCESS,2.0
2024-08-16 00:33:47.305385,2024-08-16 00:37:12.354270,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,25.28,,,5669.81,1417.45,SUCCESS,4.0
2024-08-16 00:33:47.305385,2024-08-16 00:37:29.205641,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,14.32,,,10012.74,1251.59,SUCCESS,8.0
2024-08-16 00:33:47.305385,2024-08-16 00:37:45.234458,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,13.67,,,10489.88,655.62,SUCCESS,16.0
2024-08-16 00:33:47.305385,2024-08-16 00:38:14.151718,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,23.13,,,6729.88,6729.88,SUCCESS,1.0
2024-08-16 00:33:47.305385,2024-08-16 00:38:30.878149,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,12.63,,,12331.42,6165.71,SUCCESS,2.0
2024-08-16 00:33:47.305385,2024-08-16 00:38:41.406159,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,7.52,,,20690.26,5172.56,SUCCESS,4.0
2024-08-16 00:33:47.305385,2024-08-16 00:38:49.807392,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,5.68,,,27403.99,3425.5,SUCCESS,8.0
2024-08-16 00:33:47.305385,2024-08-16 00:38:58.605729,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,6.08,,,25628.24,1601.77,SUCCESS,16.0
2024-08-16 00:33:47.305385,2024-08-16 00:40:35.547586,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,86.78,,,4567.99,4567.99,SUCCESS,1.0
2024-08-16 00:33:47.305385,2024-08-16 00:41:34.935682,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,53.45,,,7416.64,3708.32,SUCCESS,2.0
2024-08-16 00:33:47.305385,2024-08-16 00:42:08.084338,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,29.21,,,13568.83,3392.21,SUCCESS,4.0
2024-08-16 00:33:47.305385,2024-08-16 00:42:29.782292,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,18.41,,,21528.68,2691.08,SUCCESS,8.0
2024-08-16 00:33:47.305385,2024-08-16 00:42:46.733276,c6a.12xlarge,i-001b84de4231b34b5,1.836,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,14.14,,,28027.78,1751.74,SUCCESS,16.0
2024-08-16 00:44:04.256785,2024-08-16 00:47:45.514830,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,190.45,,,752.67,752.67,SUCCESS,1.0
2024-08-16 00:44:04.256785,2024-08-16 00:48:38.255032,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,49.62,,,2888.88,1444.44,SUCCESS,2.0
2024-08-16 00:44:04.256785,2024-08-16 00:49:06.123631,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,25.39,,,5646.76,1411.69,SUCCESS,4.0
2024-08-16 00:44:04.256785,2024-08-16 00:49:22.200503,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,13.65,,,10502.91,1312.86,SUCCESS,8.0
2024-08-16 00:44:04.256785,2024-08-16 00:49:31.941951,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - cg.C.x,C,7.49,,,19144.86,1196.55,SUCCESS,16.0
2024-08-16 00:44:04.256785,2024-08-16 00:50:16.892867,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,38.12,,,4084.18,4084.18,SUCCESS,1.0
2024-08-16 00:44:04.256785,2024-08-16 00:50:40.956427,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,19.5,,,7983.77,3991.89,SUCCESS,2.0
2024-08-16 00:44:04.256785,2024-08-16 00:50:54.235881,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,10.09,,,15430.8,3857.7,SUCCESS,4.0
2024-08-16 00:44:04.256785,2024-08-16 00:51:01.886385,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,5.05,,,30828.81,3853.6,SUCCESS,8.0
2024-08-16 00:44:04.256785,2024-08-16 00:51:07.516034,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - mg.C.x,C,3.14,,,49631.81,3101.99,SUCCESS,16.0
2024-08-16 00:44:04.256785,2024-08-16 00:53:09.205888,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,110.4,,,3590.49,3590.49,SUCCESS,1.0
2024-08-16 00:44:04.256785,2024-08-16 00:54:21.596677,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,66.42,,,5967.73,2983.87,SUCCESS,2.0
2024-08-16 00:44:04.256785,2024-08-16 00:54:58.502235,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,32.94,,,12032.15,3008.04,SUCCESS,4.0
2024-08-16 00:44:04.256785,2024-08-16 00:55:18.661089,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,17.24,,,22994.02,2874.25,SUCCESS,8.0
2024-08-16 00:44:04.256785,2024-08-16 00:55:30.849991,c7i.12xlarge,i-035c0a98298d1e976,2.142,ondemand,us-east-1,b,NAS Benchmark - ft.C.x,C,9.63,,,41167.33,2572.96,SUCCESS,16.0
2024-08-16 00:56:48.411891,2024-08-16 00:59:52.316355,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - cg.C.x,C,152.6,,,939.37,939.37,SUCCESS,1.0
2024-08-16 00:56:48.411891,2024-08-16 01:00:51.099332,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - cg.C.x,C,55.5,,,2582.93,1291.46,SUCCESS,2.0
2024-08-16 00:56:48.411891,2024-08-16 01:01:23.196707,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - cg.C.x,C,29.48,,,4862.88,1215.72,SUCCESS,4.0
2024-08-16 00:56:48.411891,2024-08-16 01:01:38.534499,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - cg.C.x,C,12.91,,,11107.02,1388.38,SUCCESS,8.0
2024-08-16 00:56:48.411891,2024-08-16 01:01:49.064559,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - cg.C.x,C,8.31,,,17241.12,1077.57,SUCCESS,16.0
2024-08-16 00:56:48.411891,2024-08-16 01:02:27.017285,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - mg.C.x,C,31.59,,,4927.9,4927.9,SUCCESS,1.0
2024-08-16 00:56:48.411891,2024-08-16 01:02:47.469488,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - mg.C.x,C,16.14,,,9646.52,4823.26,SUCCESS,2.0
2024-08-16 00:56:48.411891,2024-08-16 01:02:59.474764,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - mg.C.x,C,8.96,,,17379.86,4344.97,SUCCESS,4.0
2024-08-16 00:56:48.411891,2024-08-16 01:03:07.090391,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - mg.C.x,C,5.03,,,30974.18,3871.77,SUCCESS,8.0
2024-08-16 00:56:48.411891,2024-08-16 01:03:13.060608,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - mg.C.x,C,3.57,,,43567.94,2723.0,SUCCESS,16.0
2024-08-16 00:56:48.411891,2024-08-16 01:05:22.441375,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - ft.C.x,C,117.71,,,3367.37,3367.37,SUCCESS,1.0
2024-08-16 00:56:48.411891,2024-08-16 01:06:36.831205,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - ft.C.x,C,68.2,,,5812.27,2906.14,SUCCESS,2.0
2024-08-16 00:56:48.411891,2024-08-16 01:07:15.670104,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - ft.C.x,C,34.67,,,11434.54,2858.64,SUCCESS,4.0
2024-08-16 00:56:48.411891,2024-08-16 01:07:37.222684,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - ft.C.x,C,18.57,,,21346.43,2668.3,SUCCESS,8.0
2024-08-16 00:56:48.411891,2024-08-16 01:07:50.596632,c6i.12xlarge,i-01ed84cefb5791f04,2.04,ondemand,us-east-1,a,NAS Benchmark - ft.C.x,C,10.67,,,37155.09,2322.19,SUCCESS,16.0
2024-08-16 11:18:09.202318,2024-08-16 11:18:37.179304,c5.12xlarge,,,ondemand,us-east-1,,NAS Benchmark,,,,,,,,
2024-08-16 11:19:58.517234,2024-08-16 11:20:26.880694,c5.12xlarge,,,ondemand,us-east-1,,NAS Benchmark,,,,,,,,
2024-08-16 11:21:46.311322,2024-08-16 11:22:24.537683,c5.12xlarge,i-0350be2a4b685ea28,2.0400000000,ondemand,us-east-1,f,NAS Benchmark - cg.C.x,C,8.76,,,16356.84,1022.30,SUCCESS,16.0
