algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price,STATUS
EP Benchmark,,,,,,,sa-east-1a,c7a.16xlarge,2024-06-14 13:41:10.377941,,,Unsupported
EP Benchmark,D,25.95,64,64,5296.33,82.76,sa-east-1a,c7i.16xlarge,2024-06-14 13:41:58.944948,4.4016000000,1.093800,SUCCESS
EP Benchmark,D,25.05,64,64,5485.79,85.72,sa-east-1a,c7i.16xlarge,2024-06-14 13:42:24.348982,4.4016000000,1.093800,SUCCESS
EP Benchmark,D,25.06,64,64,5483.31,85.68,sa-east-1a,c7i.16xlarge,2024-06-14 13:42:49.759691,4.4016000000,1.093800,SUCCESS
EP Benchmark,D,25.12,64,64,5471.66,85.49,sa-east-1a,c7i.16xlarge,2024-06-14 13:43:15.234029,4.4016000000,1.093800,SUCCESS
EP Benchmark,D,25.12,64,64,5472.10,85.50,sa-east-1a,c7i.16xlarge,2024-06-14 13:43:40.688547,4.4016000000,1.093800,SUCCESS
EP Benchmark,D,27.39,64,64,5018.49,78.41,sa-east-1a,c6a.16xlarge,2024-06-14 13:45:48.222707,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,28.19,64,64,4875.18,76.17,sa-east-1a,c6a.16xlarge,2024-06-14 13:46:16.798623,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,29.24,64,64,4701.04,73.45,sa-east-1a,c6a.16xlarge,2024-06-14 13:46:46.400262,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,30.40,64,64,4521.62,70.65,sa-east-1a,c6a.16xlarge,2024-06-14 13:47:17.164351,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,27.92,64,64,4922.82,76.92,sa-east-1a,c6a.16xlarge,2024-06-14 13:47:45.459667,3.7728000000,0.377600,SUCCESS
