algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price,STATUS
EP Benchmark,D,29.07,64,64,4727.94,73.87,us-east-1a,c5a.16xlarge,2024-06-14 13:38:56.722695,2.4640000000,1.293300,SUCCESS
EP Benchmark,D,28.86,64,64,4762.66,74.42,us-east-1a,c5a.16xlarge,2024-06-14 13:39:27.099847,2.4640000000,1.293300,SUCCESS
EP Benchmark,D,29.49,64,64,4660.59,72.82,us-east-1a,c5a.16xlarge,2024-06-14 13:39:58.102088,2.4640000000,1.293300,SUCCESS
EP Benchmark,D,29.51,64,64,4656.95,72.76,us-east-1a,c5a.16xlarge,2024-06-14 13:40:29.125771,2.4640000000,1.293300,SUCCESS
EP Benchmark,D,29.50,64,64,4658.44,72.79,us-east-1a,c5a.16xlarge,2024-06-14 13:41:00.139345,2.4640000000,1.293300,SUCCESS
EP Benchmark,D,26.63,64,64,5161.82,80.65,us-east-1c,c7a.16xlarge,2024-06-14 13:43:09.932917,3.2844800000,1.495500,SUCCESS
EP Benchmark,D,26.71,64,64,5146.17,80.41,us-east-1c,c7a.16xlarge,2024-06-14 13:43:38.080621,3.2844800000,1.495500,SUCCESS
EP Benchmark,D,26.22,64,64,5241.87,81.90,us-east-1c,c7a.16xlarge,2024-06-14 13:44:05.913971,3.2844800000,1.495500,SUCCESS
EP Benchmark,D,26.76,64,64,5136.71,80.26,us-east-1c,c7a.16xlarge,2024-06-14 13:44:34.160854,3.2844800000,1.495500,SUCCESS
EP Benchmark,D,26.25,64,64,5235.06,81.80,us-east-1c,c7a.16xlarge,2024-06-14 13:45:02.038158,3.2844800000,1.495500,SUCCESS
EP Benchmark,,,,,,,us-east-1c,c7i.16xlarge,2024-06-14 13:47:03.087909,,,InsufficientInstanceCapacity
EP Benchmark,D,25.96,64,64,5293.91,82.72,us-east-1a,c6a.16xlarge,2024-06-14 13:47:55.089725,2.4480000000,1.187800,SUCCESS
EP Benchmark,D,25.91,64,64,5303.52,82.87,us-east-1a,c6a.16xlarge,2024-06-14 13:48:22.455886,2.4480000000,1.187800,SUCCESS
EP Benchmark,D,25.92,64,64,5302.54,82.85,us-east-1a,c6a.16xlarge,2024-06-14 13:48:50.012452,2.4480000000,1.187800,SUCCESS
EP Benchmark,D,26.49,64,64,5187.81,81.06,us-east-1a,c6a.16xlarge,2024-06-14 13:49:17.949484,2.4480000000,1.187800,SUCCESS
EP Benchmark,D,25.95,64,64,5295.99,82.75,us-east-1a,c6a.16xlarge,2024-06-14 13:49:45.360870,2.4480000000,1.187800,SUCCESS
