algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price,STATUS
EP Benchmark,D,35.94,48,48,3824.27,79.67,sa-east-1a,c6i.12xlarge,2024-06-14 12:13:20.173755,3.1440000000,1.190200,SUCCESS
EP Benchmark,D,36.30,48,48,3785.96,78.87,sa-east-1a,c6i.12xlarge,2024-06-14 12:13:56.817025,3.1440000000,1.190200,SUCCESS
EP Benchmark,D,36.15,48,48,3801.88,79.21,sa-east-1a,c6i.12xlarge,2024-06-14 12:14:33.282681,3.1440000000,1.190200,SUCCESS
EP Benchmark,D,36.41,48,48,3774.37,78.63,sa-east-1a,c6i.12xlarge,2024-06-14 12:15:10.022345,3.1440000000,1.190200,SUCCESS
EP Benchmark,D,29.08,64,64,4726.75,73.86,sa-east-1a,c6i.16xlarge,2024-06-14 12:17:03.728058,4.1920000000,1.466100,SUCCESS
EP Benchmark,D,29.10,64,64,4722.84,73.79,sa-east-1a,c6i.16xlarge,2024-06-14 12:17:33.179573,4.1920000000,1.466100,SUCCESS
EP Benchmark,D,28.52,64,64,4819.60,75.31,sa-east-1a,c6i.16xlarge,2024-06-14 12:18:02.032169,4.1920000000,1.466100,SUCCESS
EP Benchmark,D,28.64,64,64,4798.73,74.98,sa-east-1a,c6i.16xlarge,2024-06-14 12:18:31.035547,4.1920000000,1.466100,SUCCESS
EP Benchmark,D,28.61,64,64,4803.51,75.05,sa-east-1a,c6i.16xlarge,2024-06-14 12:18:59.984696,4.1920000000,1.466100,SUCCESS
EP Benchmark,D,29.59,64,64,4644.40,72.57,sa-east-1a,c5a.16xlarge,2024-06-14 12:21:25.405509,3.7760000000,0.860500,SUCCESS
EP Benchmark,D,28.70,64,64,4788.76,74.82,sa-east-1a,c5a.16xlarge,2024-06-14 12:21:54.471410,3.7760000000,0.860500,SUCCESS
EP Benchmark,D,28.82,64,64,4768.99,74.52,sa-east-1a,c5a.16xlarge,2024-06-14 12:22:23.680258,3.7760000000,0.860500,SUCCESS
EP Benchmark,D,29.50,64,64,4659.59,72.81,sa-east-1a,c5a.16xlarge,2024-06-14 12:22:53.583090,3.7760000000,0.860500,SUCCESS
EP Benchmark,D,28.80,64,64,4772.73,74.57,sa-east-1a,c5a.16xlarge,2024-06-14 12:23:22.782224,3.7760000000,0.860500,SUCCESS
EP Benchmark,,,,,,,sa-east-1a,c7a.16xlarge,2024-06-14 12:24:11.848604,,,Unsupported
EP Benchmark,D,23.63,64,64,5817.11,90.89,sa-east-1a,c7i.16xlarge,2024-06-14 12:24:58.326008,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,24.78,64,64,5547.03,86.67,sa-east-1a,c7i.16xlarge,2024-06-14 12:25:23.441957,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,24.76,64,64,5550.59,86.73,sa-east-1a,c7i.16xlarge,2024-06-14 12:25:48.556720,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,24.78,64,64,5546.37,86.66,sa-east-1a,c7i.16xlarge,2024-06-14 12:26:13.689535,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,24.80,64,64,5540.80,86.58,sa-east-1a,c7i.16xlarge,2024-06-14 12:26:38.833360,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,25.92,64,64,5303.24,82.86,sa-east-1a,c6a.16xlarge,2024-06-14 12:28:44.892579,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,25.91,64,64,5305.06,82.89,sa-east-1a,c6a.16xlarge,2024-06-14 12:29:11.189353,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,25.88,64,64,5309.95,82.97,sa-east-1a,c6a.16xlarge,2024-06-14 12:29:37.465330,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,25.92,64,64,5303.29,82.86,sa-east-1a,c6a.16xlarge,2024-06-14 12:30:03.755641,3.7728000000,0.377600,SUCCESS
EP Benchmark,D,25.90,64,64,5306.15,82.91,sa-east-1a,c6a.16xlarge,2024-06-14 12:30:30.023498,3.7728000000,0.377600,SUCCESS
