algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,67.40,24,24,2039.11,84.96,us-east-1,c6g.8xlarge,2024-06-10 23:48:07,1.0880000000,0.499200
EP Benchmark,D,67.30,24,24,2042.28,85.09,us-east-1,c6g.8xlarge,2024-06-10 23:49:16,1.0880000000,0.499200
EP Benchmark,D,67.29,24,24,2042.38,85.10,us-east-1,c6g.8xlarge,2024-06-10 23:50:25,1.0880000000,0.499200
EP Benchmark,D,67.28,24,24,2042.78,85.12,us-east-1,c6g.8xlarge,2024-06-10 23:51:35,1.0880000000,0.499200
EP Benchmark,D,65.31,24,24,2104.56,87.69,us-east-1,c6i.12xlarge,2024-06-10 23:11:30,2.0400000000,1.039200
EP Benchmark,D,65.32,24,24,2103.93,87.66,us-east-1,c6i.12xlarge,2024-06-10 23:12:37,2.0400000000,1.039200
EP Benchmark,D,67.45,24,24,2037.51,84.90,us-east-1,c6i.12xlarge,2024-06-10 23:13:47,2.0400000000,1.039200
EP Benchmark,D,67.47,24,24,2037.00,84.87,us-east-1,c6i.12xlarge,2024-06-10 23:14:56,2.0400000000,1.039200
EP Benchmark,D,65.49,24,24,2098.58,87.44,us-east-1,c6i.12xlarge,2024-06-10 23:16:04,2.0400000000,1.039200
EP Benchmark,D,67.61,24,24,2032.88,84.70,us-east-1,c6i.16xlarge,2024-06-10 23:18:42,2.7200000000,1.406100
EP Benchmark,D,65.69,24,24,2092.20,87.17,us-east-1,c6i.16xlarge,2024-06-10 23:19:50,2.7200000000,1.406100
EP Benchmark,D,65.32,24,24,2104.14,87.67,us-east-1,c6i.16xlarge,2024-06-10 23:20:57,2.7200000000,1.406100
EP Benchmark,D,65.25,24,24,2106.23,87.76,us-east-1,c6i.16xlarge,2024-06-10 23:22:05,2.7200000000,1.406100
EP Benchmark,D,65.17,24,24,2109.03,87.88,us-east-1,c6i.16xlarge,2024-06-10 23:23:12,2.7200000000,1.406100
EP Benchmark,D,62.46,24,24,2200.29,91.68,us-east-1,c7a.8xlarge,2024-06-10 23:33:18,1.6422400000,0.820600
EP Benchmark,D,62.65,24,24,2193.67,91.40,us-east-1,c7a.8xlarge,2024-06-10 23:34:23,1.6422400000,0.820600
EP Benchmark,D,62.45,24,24,2200.74,91.70,us-east-1,c7a.8xlarge,2024-06-10 23:35:28,1.6422400000,0.820600
EP Benchmark,D,62.41,24,24,2202.29,91.76,us-east-1,c7a.8xlarge,2024-06-10 23:36:32,1.6422400000,0.820600
EP Benchmark,D,37.19,24,24,3695.10,153.96,us-east-1,c7a.8xlarge,2024-06-10 23:37:11,1.6422400000,0.820600
EP Benchmark,D,44.80,24,24,3067.86,127.83,us-east-1,c7g.8xlarge,2024-06-10 23:53:51,1.1600000000,0.575600
EP Benchmark,D,44.81,24,24,3067.03,127.79,us-east-1,c7g.8xlarge,2024-06-10 23:54:37,1.1600000000,0.575600
EP Benchmark,D,44.81,24,24,3067.31,127.80,us-east-1,c7g.8xlarge,2024-06-10 23:55:24,1.1600000000,0.575600
EP Benchmark,D,44.81,24,24,3067.28,127.80,us-east-1,c7g.8xlarge,2024-06-10 23:56:11,1.1600000000,0.575600
EP Benchmark,D,44.81,24,24,3067.27,127.80,us-east-1,c7g.8xlarge,2024-06-10 23:56:58,1.1600000000,0.575600
